keyword,freq_2017
food,422
data,202
species,194
drying,188
risk,164
quality,159
health,149
foods,147
control,147
higher,147
treatment,146
water,133
children,132
total,131
development,129
products,126
increased,126
potential,126
plant,126
diet,125
chemical,110
identified,109
soil,108
vegetables,107
properties,104
compounds,100
fruit,97
consumption,96
observed,95
plants,94
processing,92
oil,92
acid,88
applications,86
antioxidant,83
dietary,82
intake,81
vegetable,81
social,81
assessment,80
efsa,79
carrot,79
reduced,78
production,78
test,77
resistance,76
management,75
industry,75
concentration,74
residues,74
temperature,74
juice,72
increase,71
active,71
work,71
potato,71
disease,70
regulation,70
practical,70
sensory,70
evaluated,69
european,68
addition,68
fruits,68
type,67
storage,66
crops,66
product,66
improve,65
populations,65
investigated,65
wild,65
change,64
exposure,64
application,64
gene,64
consumer,64
life,63
isolates,63
values,63
protein,62
consumers,61
policy,61
effective,61
healthy,59
evidence,59
age,59
rate,59
environmental,59
evaluation,59
natural,58
day,57
evaluate,57
host,57
genes,57
feeding,57
fresh,56
concentrations,56
population,56
mass,56
characteristics,55
genetic,53
responses,52
treatments,52
society,52
support,51
extraction,51
selection,50
sample,50
regulatory,50
stability,50
diets,50
framework,50
knowledge,50
organic,50
revealed,49
developed,49
studied,49
derived,49
highest,49
weight,49
future,48
cell,48
conducted,48
reduction,48
ability,47
market,47
clinical,47
days,47
essential,47
mechanisms,47
performed,46
presented,46
public,46
identify,46
source,46
improved,46
adults,45
techniques,45
intervention,45
highly,45
air,45
pesticide,44
models,44
economic,44
alternative,44
presence,44
females,44
diseases,43
reduce,43
pressure,43
year,43
local,43
positive,43
pre,42
dna,42
light,42
produce,42
distribution,42
structure,42
loss,42
environment,42
included,42
size,41
carrots,41
energy,41
crop,41
extracts,41
practices,41
good,41
caused,41
proteins,41
interactions,41
sources,41
established,41
students,40
early,40
body,40
leaves,40
cells,40
global,40
capacity,40
vitro,40
material,40
challenges,40
surface,39
waste,39
nutrition,39
determine,39
theory,39
patterns,39
safety,39
combined,39
poor,39
education,39
nutritional,39
extract,39
substance,39
bacteria,39
seed,39
taste,39
mrl,38
thermal,38
rates,38
pb,38
needed,38
scale,37
women,37
association,37
measured,37
treated,37
chewing,37
power,37
types,37
composition,37
root,37
feed,36
commercial,36
decreased,36
proposed,36
individuals,36
animal,36
infection,36
cross,36
affect,36
tests,36
vitamin,36
anthocyanins,36
single,35
national,35
microbial,35
carried,35
frequency,35
materials,35
traditional,35
order,35
dried,35
components,35
benefits,35
collected,35
approaches,34
diversity,34
design,34
agricultural,34
complex,34
involved,34
multiple,34
land,34
individual,34
moisture,34
male,34
cost,34
assessed,34
nuclear,34
critical,34
cancer,34
initial,34
texture,34
powder,34
molecular,34
target,34
times,34
provided,34
resistant,34
eating,33
combination,33
rich,33
starch,33
frying,33
political,33
residue,32
parameters,32
colour,32
led,32
animals,32
acids,32
phase,32
onion,32
child,32
selected,32
gas,32
policies,32
demonstrated,31
vitamins,31
detection,31
temperatures,31
red,31
function,31
sweet,31
technologies,31
peel,31
serum,31
free,31
previous,31
direct,31
bioactive,31
develop,30
growing,30
objective,30
liquid,30
short,30
negative,30
decrease,30
attention,30
processed,30
functional,29
skin,29
basis,29
strains,29
relative,29
ultrasound,29
contents,29
variety,29
aspects,29
quantitative,29
daily,29
suggesting,29
report,29
lead,29
efficiency,29
phenolic,29
stable,29
variation,29
factor,28
carotenoids,28
analytical,28
reducing,28
reviewed,28
glucose,28
foodborne,28
form,28
community,28
uptake,28
hot,28
preference,28
oxidative,27
males,27
increases,27
access,27
blood,27
microwave,27
consideration,27
isolated,27
adult,27
aid,27
practice,27
behaviour,27
plasma,27
received,27
fat,27
reference,27
technology,27
mrls,27
comparison,27
post,26
pod,26
pathogen,26
chain,26
understand,26
symptoms,26
vacuum,26
context,26
phylogenetic,26
urban,26
toxicity,26
fish,26
reproductive,26
hybrid,26
focused,26
promote,26
chitosan,26
juices,26
cases,26
hc,25
green,25
consumed,25
providing,25
lack,25
infants,25
inactivation,25
contribute,25
solid,25
driven,25
nature,25
availability,25
optimal,25
developing,25
sensitive,25
difference,25
pest,25
coli,25
sensitivity,25
bioavailability,25
nutrient,25
empirical,25
climate,25
estimated,25
bacterial,24
additional,24
solution,24
efforts,24
prepared,24
raw,24
young,24
oral,24
overview,24
sustainability,24
sequence,24
yield,24
standard,24
lipid,24
efficacy,24
international,24
wheat,24
nutrients,24
qualitative,24
cold,24
isolation,24
point,24
sequences,24
average,24
pectin,24
detected,24
nitrate,24
ingredients,24
traits,24
allergy,24
milk,24
proposals,24
commonly,23
survival,23
mutant,23
submitted,23
enzyme,23
pretreatment,23
median,23
commission,23
care,23
country,23
pcr,23
roots,23
include,23
dogs,23
yeast,23
resources,23
viscosity,23
degradation,23
functions,23
larger,23
china,23
leaf,23
history,23
exposed,23
pef,23
ground,23
experimental,23
family,23
implementation,23
united,23
forms,22
beef,22
correlated,22
scientific,22
elements,22
diverse,22
insect,22
agriculture,22
monitoring,22
meal,22
chromatography,22
anti,22
action,22
irrigation,22
physicochemical,22
great,22
promising,22
analyzed,22
shelf,22
cognitive,22
increasingly,22
laboratory,22
learning,22
strong,22
wide,22
peer,22
female,22
ige,22
beverages,22
soft,22
interventions,21
testing,21
suitable,21
tomato,21
missing,21
structural,21
services,21
soluble,21
efficient,21
aimed,21
palm,21
firms,21
fibre,21
decision,21
address,21
confirmed,21
physical,21
effectiveness,21
slices,21
drug,21
sufficient,21
oils,21
indicating,21
simple,21
fed,21
allergens,21
characterized,21
developmental,21
fungal,21
panel,21
sex,21
native,21
mothers,21
members,21
identification,21
enhance,21
mediated,21
fiber,20
ascorbic,20
competition,20
limit,20
mixed,20
cultivars,20
trend,20
sea,20
behavioral,20
comprehensive,20
safe,20
fungi,20
preservation,20
bean,20
enforcement,20
mitochondrial,20
unique,20
mechanism,20
hosts,20
dry,20
meals,20
formation,20
score,20
corn,20
tool,20
packaging,20
supply,20
bread,20
core,20
roles,20
baseline,20
preferences,20
intensity,20
maternal,20
particle,20
contaminated,20
weeks,20
theoretical,20
interaction,20
seeds,19
tissue,19
participation,19
diabetes,19
cooking,19
rot,19
carotene,19
network,19
morphological,19
success,19
aba,19
spectrometry,19
antimicrobial,19
demand,19
leading,19
amino,19
flow,19
acceptance,19
density,19
option,19
farm,19
site,19
occur,19
generation,19
technique,19
measurement,19
meat,19
salmonella,19
security,19
eat,19
wine,19
potatoes,19
fvcp,19
successful,19
reliable,19
allergic,18
eggs,18
physiological,18
fried,18
dependent,18
shrinkage,18
egg,18
play,18
competent,18
compost,18
eos,18
items,18
gain,18
controlled,18
normal,18
beverage,18
lifestyle,18
challenge,18
expected,18
blueberries,18
protection,18
measure,18
differed,18
asthma,18
inflammatory,18
agents,18
enzymes,18
component,18
account,18
remained,18
antioxidants,18
points,18
correlation,18
emerging,18
questions,18
plastid,18
agent,18
labor,18
carbon,18
fatty,18
mating,18
rights,18
recommended,18
log,18
opportunities,18
pathogens,18
culture,18
mixture,18
law,18
volume,18
trade,18
older,18
vivo,17
deletion,17
associations,17
australia,17
biomass,17
relation,17
washing,17
reaction,17
distinct,17
influenced,17
susceptible,17
spalax,17
concept,17
matrices,17
lowest,17
condition,17
requirements,17
reached,17
medical,17
prior,17
pasta,17
blend,17
john,17
perception,17
controls,17
mediterranean,17
ppm,17
recovery,17
behaviors,17
promoting,17
school,17
ppo,17
orange,17
markers,17
socioeconomic,17
pathogenic,17
sensitization,17
determination,17
enrichment,17
commodities,17
duration,17
reactions,17
transfer,17
inclusion,17
amounts,17
fermentation,17
investment,16
directly,16
regional,16
aged,16
versus,16
scores,16
income,16
retention,16
occurred,16
follow,16
death,16
supporting,16
rna,16
powders,16
defined,16
herbicide,16
cooked,16
recorded,16
extent,16
assays,16
soils,16
liberibacter,16
mortality,16
sons,16
remains,16
communities,16
chronic,16
phytochemicals,16
bmi,16
dough,16
contrast,16
training,16
gc,16
amf,15
rapporteur,15
rats,15
phytophthora,15
published,15
liking,15
rice,15
trial,15
evolution,15
legal,15
conservation,15
american,15
gac,15
repeated,15
mutants,15
analyze,15
evolutionary,15
tg,15
features,15
observations,15
flavonoids,15
cycles,15
assay,15
compound,15
completed,15
remain,15
focuses,15
primary,15
grown,15
flour,15
prevalence,15
characterize,15
farmers,15
membrane,15
sodium,15
synthetic,15
aroma,15
incidence,15
compare,15
reflect,15
risks,15
union,15
sustainable,15
complementary,15
micronutrients,15
elimination,15
question,15
introduced,15
insights,15
artificial,15
directive,15
purees,15
assessments,15
price,15
saliva,15
beneficial,15
ozone,15
obesity,15
cloud,15
cities,15
showing,15
contained,15
derive,15
modify,15
stages,15
captive,15
