keyword,freq_2015
food,486
risk,285
data,247
species,193
drying,182
plants,182
efsa,181
control,181
health,180
children,176
plant,173
quality,170
european,168
assessment,168
higher,163
water,159
acid,146
foods,139
consumer,138
products,133
values,132
potential,131
regulation,129
derived,125
total,121
production,121
identified,120
soil,118
properties,118
mrl,109
treatment,108
order,107
development,106
vegetables,103
exposure,102
increased,97
temperature,96
protein,95
storage,94
residues,92
observed,92
disease,91
chemical,90
active,90
dietary,88
fruit,87
safety,87
applications,87
crops,85
consumers,85
rate,84
days,81
practical,80
processing,80
framework,80
management,79
mrls,79
application,78
day,78
consumption,77
increase,77
test,76
work,76
proposed,75
environmental,75
carrot,74
size,74
weight,73
evaluated,73
reduced,71
industry,70
capacity,70
evaluation,70
evidence,69
regulatory,69
natural,69
cell,68
policy,68
sensory,67
residue,66
age,66
life,66
change,64
proteins,64
crop,64
juice,64
mass,64
models,63
investigated,63
diet,63
positive,63
substance,62
commission,62
effective,61
fruits,61
support,61
improve,60
compounds,60
antioxidant,59
reduction,59
clinical,58
proposals,58
type,58
addition,58
carried,58
population,58
established,57
practices,57
knowledge,57
public,57
agricultural,56
nutritional,56
gene,56
microwave,55
loss,55
early,54
sample,54
studied,54
political,54
authority,54
history,54
intake,54
developed,54
oil,53
organic,53
reference,53
structure,53
power,53
host,53
society,53
product,53
characteristics,53
cells,53
treatments,52
care,52
root,52
produce,52
report,52
women,52
efficiency,52
parameters,51
red,51
presented,51
seed,50
processed,50
conducted,50
tests,50
context,50
wild,50
performed,50
energy,49
factor,49
pesticide,49
environment,49
training,48
adults,48
dried,47
consideration,47
fresh,47
highest,47
good,47
social,47
responses,47
assessed,46
materials,46
included,46
texture,46
measured,46
healthy,45
revealed,45
body,45
oral,45
received,45
detection,45
physical,45
genes,45
air,44
reviewed,44
economic,44
symptoms,44
vegetable,44
wheat,44
frequency,43
concentrations,43
design,43
microbial,43
demonstrated,43
post,43
genetic,42
thermal,42
practice,42
determine,42
nutrition,42
animal,42
combined,42
identify,42
sources,42
leaves,41
functional,41
effectiveness,41
infrared,41
ability,41
presence,40
leaf,40
objective,40
growing,40
concentration,40
pathogens,40
isolates,40
standard,40
basis,39
distribution,39
fermentation,39
composition,39
interventions,39
sugar,39
allergy,39
treated,39
seeds,39
carotene,38
media,38
decreased,38
alternative,38
cross,38
formation,38
tomato,38
collected,38
year,38
roots,38
fibre,38
vitamin,38
pre,38
missing,38
commercial,38
extraction,38
mechanisms,38
stability,37
culture,37
lettuce,37
feeding,37
detected,37
analytical,37
selected,37
obesity,37
reduce,37
negative,37
europe,37
sons,36
material,36
techniques,36
dna,36
