keyword,freq_2019
food,756
drying,416
quality,346
properties,316
data,302
species,301
products,293
health,286
risk,272
plant,270
total,267
higher,254
control,244
potential,242
treatment,225
children,223
foods,213
applications,211
antioxidant,209
processing,202
increased,199
development,198
sensory,197
plants,195
dietary,195
acid,191
practical,188
water,183
production,178
identified,176
product,176
compounds,175
assessment,174
natural,165
diet,164
application,160
storage,157
observed,154
temperature,153
fruit,151
vegetables,150
consumer,150
energy,148
intake,146
chemical,142
soil,141
increase,140
values,140
exposure,138
dried,134
life,130
efsa,129
effective,128
addition,128
disease,126
regulation,124
consumption,124
investigated,123
vegetable,121
protein,119
developed,118
reduced,117
power,117
juice,117
fruits,116
improve,116
characteristics,115
fresh,113
produce,110
functional,110
industry,108
evaluated,108
treatments,108
residues,107
agricultural,106
concentration,105
population,105
parameters,105
rate,104
oil,104
nutritional,104
carrot,102
crop,102
assessed,102
age,101
consumers,101
derived,101
host,100
management,98
active,98
treated,98
social,98
change,98
microwave,98
future,97
positive,96
models,95
phenolic,94
design,94
work,94
policy,93
crops,93
loss,92
moisture,92
feeding,91
test,91
sample,91
texture,91
ability,90
decreased,90
european,90
support,89
environmental,88
cell,88
resistance,87
knowledge,87
responses,86
fat,86
healthy,85
starch,85
types,84
technology,84
studied,83
capacity,83
mrl,83
air,83
reduce,83
framework,83
gene,82
year,82
individual,81
function,81
conducted,81
public,80
experimental,79
highest,79
revealed,79
weight,79
free,79
interactions,78
evidence,78
structure,78
cells,78
extraction,78
individuals,77
days,77
physical,77
concentrations,77
vacuum,77
complex,77
type,76
oral,76
surface,75
pathogen,75
improved,75
alternative,74
multiple,74
mass,74
day,74
national,73
source,73
reduction,73
size,73
practices,73
essential,73
techniques,73
materials,73
negative,73
diseases,72
evaluation,72
efficiency,71
environment,71
demonstrated,70
market,70
shelf,70
microbial,70
tomato,70
thermal,69
bioactive,69
stability,69
residue,68
apple,68
vitamin,68
nutrient,68
performed,68
highly,67
genes,67
populations,67
order,67
identify,67
determine,66
pesticide,66
components,66
economic,65
affect,64
combined,64
packaging,64
diversity,64
seed,64
selection,64
scale,63
body,63
formation,63
contents,63
evaluate,63
adults,63
provided,63
eating,63
benefits,62
root,62
local,62
pressure,62
wild,62
mechanisms,61
organic,61
presented,61
growing,61
potato,61
good,61
material,60
acids,60
liking,60
females,60
feed,60
proteins,60
heating,59
composition,59
early,59
objective,59
sources,58
processed,58
carotenoids,57
established,57
caused,57
safety,57
approaches,57
intervention,57
molecular,57
patterns,57
community,57
cross,57
waste,56
sodium,56
heat,56
proposed,56
china,55
presence,55
contribute,55
aimed,55
clinical,55
meat,55
yield,55
nutrients,55
enhance,54
included,54
regulatory,54
cases,54
promising,54
students,54
analyzed,54
ultrasound,54
collected,54
cost,54
animal,54
carotene,54
slices,54
extract,54
context,53
reducing,53
obesity,53
red,53
women,53
measured,53
features,53
fatty,52
united,52
microbiota,52
green,52
vitro,52
pathogens,52
industrial,52
young,52
association,52
carbon,52
relevant,52
liquid,52
cancer,52
report,51
sweet,51
short,51
rich,51
society,51
temperatures,51
develop,51
pest,50
detection,50
nutrition,50
relative,50
submitted,50
family,50
pretreatment,50
bacteria,49
taste,49
traditional,49
costs,49
roots,49
carried,49
variation,49
preservation,49
combination,49
factor,49
genetic,49
leaves,49
request,49
commercial,48
physicochemical,48
technologies,48
global,48
infrared,48
developing,48
gut,48
distribution,48
technique,48
understand,47
finally,47
sugar,47
critical,47
target,47
functions,47
milk,46
practice,46
substance,46
dna,46
adult,46
ultrasonic,46
seeds,46
pesticides,46
flavor,45
lipid,45
dependent,45
fiber,45
flour,45
variety,45
transfer,45
juices,45
frequency,45
needed,45
single,45
difference,45
detected,45
symptoms,45
retention,44
carotenoid,44
challenges,44
monitoring,44
mrls,43
point,43
history,43
proposals,43
solution,43
frying,43
edible,43
kinetics,42
cut,42
consideration,42
strong,42
wheat,42
degradation,42
comparison,42
attention,42
reference,42
post,42
release,42
conservation,42
weeks,42
density,42
breeding,42
great,42
additional,42
animals,41
average,41
pre,41
emerging,41
selected,41
fungi,41
providing,41
sustainable,41
enzymes,40
recommendations,40
extracts,40
previous,40
child,40
ingredients,40
raw,40
comprehensive,40
agent,40
tool,40
estimated,40
males,40
traits,40
damage,40
nature,40
allergy,39
appearance,39
prepared,39
hot,39
impacts,39
profile,39
oils,39
optimal,39
mechanism,39
anti,38
light,38
care,38
isolates,38
commodities,38
involved,38
led,38
analytical,38
assisted,38
sex,38
parents,38
particle,38
solid,38
pollen,38
resources,38
gas,37
lead,37
masticatory,37
identification,37
direct,37
beneficial,37
expected,37
scientific,37
polyphenol,37
rice,37
phytophthora,37
interaction,37
confirmed,37
prevalence,37
orange,37
form,37
agriculture,37
families,37
decrease,36
communities,36
salt,36
methodology,36
suitable,36
dryer,36
political,36
efforts,36
ige,36
situ,36
validated,36
distinct,36
flavonoids,35
demand,35
chinese,35
diverse,35
chronic,35
tpc,35
times,35
log,35
characterized,35
authority,35
cellular,35
enzyme,35
male,35
concluded,34
microorganisms,34
suggesting,34
sensitivity,34
focused,34
international,34
commission,34
interventions,34
efficient,34
availability,34
preferences,34
industries,34
simple,34
antimicrobial,34
qualitative,34
oxidative,34
freeze,34
immune,34
increases,34
agents,34
rise,33
initial,33
plasma,33
mechanical,33
lowest,33
forms,33
reproductive,33
structures,33
view,33
chromatography,33
rehydration,33
barrier,33
consumed,33
pathogenic,33
cultivars,33
fried,33
sufficient,33
survival,33
layer,33
resource,33
ascorbic,33
choice,33
governance,33
white,33
responsible,32
female,32
severe,32
play,32
correlated,32
leaf,32
polyphenols,32
strains,32
powder,32
significance,32
therapeutic,32
presents,32
pathways,32
ha,32
quantitative,32
controlled,32
meal,32
sites,32
extrusion,32
theoretical,32
variables,32
biosynthesis,32
preference,32
pathway,31
stages,31
risks,31
soluble,31
men,31
scores,31
behaviour,31
coli,31
aid,31
beverage,31
supporting,31
sensitive,31
rates,31
component,31
protection,31
cooking,31
education,31
dehydration,31
valuable,31
commonly,31
network,31
infection,31
acceptance,31
reviewed,31
science,31
fungal,31
mediated,31
lack,31
received,31
fed,31
predicted,30
modify,30
real,30
country,30
membrane,30
activation,30
blood,30
dynamics,30
achieve,30
metabolites,30
daily,30
expansion,30
structural,30
researchers,30
chewing,30
cfu,30
sensitization,30
panel,30
learning,30
basis,30
profiles,30
fertilizer,30
colour,30
enriched,30
outcome,29
producing,29
calcium,29
difficult,29
influenced,29
remains,29
cold,29
subsequent,29
cognitive,29
volatile,29
chain,29
theory,29
maize,29
synthesis,29
carrots,29
aspects,29
pattern,29
sorghum,29
protective,29
microstructure,29
additionally,29
associations,29
fermented,29
wide,29
bacterial,29
larvae,29
behaviors,29
textural,29
fish,29
shape,29
services,28
amounts,28
amino,28
force,28
oxygen,28
basic,28
biomass,28
