keyword,freq_2021
food,540
drying,341
quality,264
plant,214
products,188
higher,177
data,177
properties,173
health,171
water,170
development,162
total,160
risk,157
control,150
species,150
potential,147
acid,147
increased,142
production,139
temperature,137
treatment,130
antioxidant,129
fruit,123
foods,122
applications,116
processing,115
energy,114
children,111
juice,110
application,109
diet,109
product,107
sensory,106
nutritional,105
carrot,104
dietary,104
plants,98
storage,98
compounds,95
increase,95
effective,94
characteristics,93
addition,93
parameters,93
reduced,93
assessment,91
industry,91
natural,90
values,90
vegetables,89
practical,89
protein,88
dried,87
identified,86
moisture,85
consumer,85
consumption,84
chemical,83
soil,83
fresh,82
highest,81
rate,81
fruits,81
observed,80
regulation,80
evaluated,77
bioactive,77
revealed,77
concentration,76
intake,76
functional,75
improve,75
materials,74
investigated,74
genes,74
work,73
management,72
cells,72
cell,69
decreased,69
resistance,68
knowledge,68
environmental,68
disease,67
efsa,67
vegetable,67
exposure,66
carotenoids,66
future,66
free,66
cancer,66
support,65
life,63
anthocyanins,63
crop,63
developed,63
gene,62
phenolic,61
days,61
active,61
social,60
potato,60
concentrations,59
european,59
mrl,59
models,59
microwave,58
extract,58
derived,58
microbial,58
healthy,56
meat,56
root,56
residues,55
oil,55
reduction,55
loss,54
performed,54
structure,54
produce,53
scale,53
type,53
design,53
treatments,53
bacteria,53
function,53
inflammatory,52
surface,52
techniques,52
taste,52
genetic,52
improved,52
diets,52
combination,52
nutrition,51
population,51
practices,51
mass,51
crops,51
acids,51
pest,51
seed,50
residue,50
stability,50
composition,49
aimed,49
complex,49
source,49
promising,48
molecular,48
alternative,48
efficiency,48
age,48
reduce,48
rice,48
capacity,47
change,47
sample,47
pretreatment,47
diseases,46
light,46
women,46
essential,46
evaluate,46
technology,46
conducted,45
thermal,45
weight,45
safety,45
powder,45
sugar,45
consumers,44
test,44
diversity,44
leaves,44
vitamin,43
fermentation,43
post,43
carotene,43
day,43
pressure,43
nutrient,43
apple,43
flour,43
evidence,42
clinical,42
negative,42
transfer,42
factor,42
highly,42
benefits,42
rich,42
combined,42
mechanisms,42
studied,42
anti,41
components,41
strains,41
positive,41
treated,41
develop,41
traditional,41
agricultural,41
bacterial,41
anthocyanin,40
students,40
material,40
populations,40
industrial,40
global,39
host,39
air,39
adults,39
assessed,39
analyzed,39
sustainable,39
policy,38
multiple,38
shelf,38
society,38
proteins,38
isolates,38
short,38
processed,38
affect,38
enhance,38
feed,38
reducing,38
technologies,38
family,38
yield,38
included,38
critical,38
school,38
flow,37
preservation,37
intervention,37
green,37
solution,37
technique,37
interactions,37
power,37
identify,37
carbon,37
waste,37
report,36
seeds,36
vitro,36
extraction,36
ultrasound,36
contents,36
kinetics,36
proposed,36
packaging,36
involved,36
order,36
commercial,36
plasma,35
dry,35
experimental,35
red,35
correlated,35
heat,35
strong,35
submitted,35
temperatures,35
single,35
physical,35
organic,35
types,35
year,35
body,34
substances,34
cooking,34
slices,34
texture,34
reference,34
oxidative,34
commission,34
economic,34
challenges,34
variety,34
education,33
solar,33
lowest,33
caused,33
play,33
carrots,33
target,33
cost,33
wide,33
determine,33
carried,33
liquid,33
probiotic,33
objective,33
market,33
cut,33
eating,33
request,33
flavonoids,33
pathogen,32
sources,32
fiber,32
pathogens,32
framework,32
good,32
presence,32
fat,32
enzyme,32
rats,32
analytical,32
regulatory,32
enzymes,32
log,32
responses,31
distribution,31
learning,31
demonstrated,31
suitable,31
detected,31
pathways,31
tomato,31
form,31
individual,31
synthesis,31
selected,30
masticatory,30
provided,30
safe,30
proposals,30
prepared,30
ascorbic,30
care,30
conversion,30
measured,30
gut,30
attention,29
evaluation,29
consideration,29
functions,29
public,29
tissue,29
young,29
ability,29
physicochemical,29
carotenoid,29
sweet,29
consumed,28
local,28
liver,28
rates,28
language,28
pre,28
collected,28
plantarum,28
animal,28
national,28
infrared,28
covid,28
primary,28
dryer,28
association,28
convective,28
basis,28
aspects,28
microbiota,28
early,27
point,27
pretreatments,27
developing,27
phytochemicals,27
pulp,27
fungi,27
times,27
nature,27
formation,27
isolated,27
degradation,27
finally,27
soluble,27
coating,27
established,27
wheat,27
browning,27
pollen,27
patterns,27
chromatography,27
relative,27
presented,27
