keyword,freq_2021
the,9173
and,8150
of,7842
to,4108
in,3997
a,2616
for,1990
with,1703
The,1619
is,1452
that,1420
on,1340
as,1275
was,1272
were,1237
by,1070
are,953
from,803
be,766
food,747
this,677
at,597
study,595
an,572
This,520
or,500
In,495
their,459
drying,459
can,455
which,435
have,428
has,386
used,367
also,357
high,347
quality,345
not,344
s,332
its,318
using,316
different,307
plant,304
such,302
based,302
we,302
during,301
C,298
between,298
results,297
been,295
than,290
products,289
We,289
A,288
time,287
more,282
g,280
content,273
these,269
water,267
it,264
analysis,253
showed,252
health,251
higher,248
properties,248
but,242
species,236
data,235
effect,233
use,219
development,218
L,218
process,217
temperature,217
may,217
potential,216
foods,216
effects,213
found,213
most,212
other,210
both,208
total,206
production,206
control,204
samples,204
well,201
two,201
increased,199
treatment,199
studies,198
all,198
significantly,197
compared,197
review,196
risk,195
significant,194
research,192
associated,189
could,186
acid,185
processing,178
when,177
including,177
activity,176
low,175
However,175
fruit,173
diet,173
methods,173
after,169
model,166
p,163
into,163
related,162
present,162
mg,162
levels,159
had,158
increase,157
impact,157
product,155
antioxidant,155
important,154
children,154
level,152
storage,152
energy,151
method,150
one,149
new,148
respectively,148
color,147
nutritional,144
P,143
various,143
conditions,143
growth,142
through,141
effective,141
dietary,140
It,140
three,139
how,137
no,137
among,136
applications,136
due,134
system,133
natural,130
parameters,130
about,129
specific,129
B,127
first,127
juice,126
they,126
under,125
value,125
factors,125
compounds,124
sensory,124
characteristics,124
vegetables,123
non,122
reported,121
addition,121
plants,120
dried,120
consumption,119
protein,119
rate,118
reduced,117
observed,117
while,117
identified,116
information,115
better,114
will,114
intake,114
human,114
fruits,114
These,113
consumer,113
some,113
Practical,112
values,112
further,111
up,111
materials,111
moisture,110
To,110
performance,110
soil,110
changes,110
highest,109
kg,109
role,108
provide,108
available,106
improve,106
over,106
years,105
against,105
S,104
application,104
Results,104
assessment,103
should,102
lower,102
cells,101
revealed,100
investigated,100
management,99
our,98
within,97
cell,97
developed,96
extract,96
life,95
future,95
genes,95
many,95
work,94
current,94
each,94
evaluated,94
carrot,94
field,93
microwave,93
those,92
techniques,92
EU,92
resistance,92
only,92
chemical,92
root,92
support,92
microbial,91
E,91
obtained,91
functional,91
structure,91
there,91
knowledge,90
across,89
N,89
free,88
models,88
findings,88
fresh,88
group,88
concentration,88
e,88
approach,87
evidence,87
less,87
pH,87
Our,86
article,85
main,85
decreased,85
phenolic,85
diseases,84
disease,83
participants,83
EFSA,83
industry,83
provides,83
loss,82
mass,82
concentrations,82
m,82
surface,82
number,82
environmental,81
meat,81
bioactive,81
reduction,81
seed,81
key,81
systems,81
packaging,81
strategies,81
stability,80
social,80
paper,80
considered,80
groups,80
out,80
novel,80
days,79
fermentation,79
derived,79
performed,79
without,79
influence,79
range,79
population,78
increasing,78
behavior,78
vegetable,77
healthy,77
composition,77
min,76
aimed,76
change,76
four,76
active,76
being,76
crop,75
treated,75
period,74
especially,74
light,74
differences,73
function,73
cancer,73
European,73
thermal,73
Therefore,73
molecular,73
show,72
consumers,72
gene,72
For,72
like,72
stress,72
exposure,72
patients,72
rich,72
T,71
anthocyanins,71
improved,71
carotenoids,71
texture,71
produce,71
practices,71
potato,71
processes,71
known,70
capacity,70
residues,70
design,70
reduce,70
conducted,70
treatments,70
benefits,70
No,69
major,69
technology,69
need,69
recent,69
expression,69
determined,68
response,68
CI,68
acids,68
types,68
best,68
combination,68
terms,68
genetic,68
large,68
complex,67
extraction,67
essential,67
diets,67
MRL,67
oil,67
overall,66
safety,66
possible,66
maximum,66
promising,66
long,66
activities,66
limited,65
type,65
required,65
understanding,65
bacteria,65
alternative,65
physical,65
taste,65
term,65
crops,65
clinical,65
efficiency,64
inflammatory,64
waste,64
applied,64
scale,64
diversity,63
demonstrated,63
air,63
R,63
sustainable,63
post,63
transfer,63
global,63
source,63
containing,63
women,62
sample,62
populations,62
affected,62
did,62
policy,61
highly,61
whether,61
assessed,61
organic,61
Methods,61
challenges,61
attributes,61
areas,61
evaluate,60
leaves,60
common,60
technologies,60
mechanisms,59
weight,59
where,59
focus,59
test,59
sugar,59
pretreatment,59
pressure,59
Although,59
H,59
order,59
As,59
residue,58
however,58
positive,58
because,58
kinetics,58
bacterial,58
several,58
economic,58
Regulation,58
public,58
shelf,57
area,57
components,57
ultrasound,57
cost,57
age,57
affect,57
Moreover,57
produced,57
traditional,57
environment,57
whereas,57
would,56
ratio,56
analyses,56
then,56
green,56
intervention,56
included,56
Based,56
vitro,56
F,56
multiple,56
agricultural,56
D,56
host,56
combined,55
part,55
literature,55
five,55
months,55
indicated,55
pest,55
develop,55
i,54
aim,54
studied,54
play,54
heat,54
investigate,54
school,54
tested,54
interactions,54
suggest,54
presence,54
nutrition,53
year,53
factor,53
involved,53
preservation,53
often,53
child,53
world,53
regarding,52
similar,52
negative,52
ability,52
nutrient,52
them,52
assess,52
cut,52
day,52
EC,52
seeds,52
material,51
There,51
identify,51
market,51
who,51
determine,51
power,51
making,51
variety,51
vitamin,51
strains,51
proposed,51
existing,51
case,51
same,50
dry,50
red,50
apple,50
slices,50
eating,50
proteins,50
analyzed,50
critical,50
strong,50
index,50
caused,50
community,50
family,49
anti,49
industrial,49
still,49
interest,49
isolates,49
feeding,49
needs,49
state,49
via,49
solution,49
care,49
powder,49
analytical,49
conventional,49
technique,48
n,48
approaches,48
carried,48
Conclusions,48
relative,48
association,48
sources,48
induced,48
enhance,48
responses,48
developing,48
enhanced,47
detected,47
single,47
processed,47
All,47
reducing,47
Furthermore,47
contents,47
I,47
strategy,47
countries,47
provided,47
formation,47
good,47
selected,47
even,47
consumed,47
individual,47
W,47
M,47
yield,47
enzymes,46
framework,46
evaluation,46
help,46
people,46
followed,46
following,46
commercial,46
short,46
needed,46
discussed,46
measured,46
attention,46
likely,46
rice,46
second,46
carotene,46
mechanism,45
behaviour,45
form,45
monitoring,45
Food,45
submitted,45
suggests,45
regulatory,45
outcomes,45
body,45
aspects,44
mainly,44
liquid,44
flour,44
suitable,44
O,44
very,44
interventions,44
target,44
resulting,44
functions,44
small,43
local,43
physicochemical,43
biological,43
adults,43
Here,43
status,43
presented,43
greater,43
prepared,43
relationship,43
rates,43
pectin,43
end,43
exhibited,43
stage,43
degradation,43
roles,43
roots,43
self,43
tissue,42
ingredients,42
hot,42
enzyme,42
coli,42
appropriate,42
report,42
particularly,42
convective,42
Thus,42
result,42
Article,42
set,42
according,42
carbon,42
black,42
efficient,42
anthocyanin,42
throughout,42
individuals,42
solar,42
h,42
fiber,42
indicate,42
nutrients,41
optimal,41
before,41
agents,41
breeding,41
collected,41
size,41
measures,41
Commission,41
demand,41
Industry,41
regulation,41
amount,41
soluble,41
fermented,41
extracts,41
examine,41
biomass,41
pre,40
substances,40
rats,40
regions,40
Finally,40
fields,40
wide,40
modified,40
After,40
Chemical,40
lowest,40
gut,40
thus,40
growing,40
raw,40
established,40
lack,40
probiotic,40
examined,40
students,40
national,40
urban,39
so,39
synthesis,39
useful,39
relevant,39
include,39
either,39
what,39
safe,39
practice,39
learning,39
distribution,39
carotenoid,39
Society,39
inactivation,39
any,39
profile,39
experimental,39
plasma,39
detection,39
temperatures,39
aged,39
polyphenols,38
implementation,38
efficacy,38
context,38
COVID,38
varied,38
resulted,38
presents,38
cooking,38
variation,38
co,38
oral,38
improving,38
understand,38
limit,38
microbiota,38
rehydration,38
consideration,38
made,37
CO,37
log,37
patterns,37
beverages,37
affecting,37
score,37
mean,37
early,37
do,37
feed,37
