keyword,freq_2017
the,12427
and,11305
of,11160
in,6033
to,5942
a,3783
for,2855
with,2271
The,2238
that,2051
is,1939
were,1868
on,1865
was,1855
as,1744
by,1612
are,1379
from,1186
be,1060
food,949
this,948
an,846
or,801
at,784
study,749
In,703
This,663
not,601
their,590
which,569
have,569
can,559
between,506
C,480
used,476
has,474
also,469
results,464
P,461
A,457
than,446
more,440
these,436
s,427
we,421
data,419
using,415
We,411
but,411
different,397
high,382
use,379
risk,377
been,377
g,377
during,372
two,365
content,352
based,350
quality,347
may,346
both,342
drying,342
species,336
other,334
control,332
foods,329
higher,327
analysis,325
health,323
plant,314
such,304
significantly,301
showed,298
studies,298
time,298
its,297
increased,295
it,294
samples,291
effects,289
total,287
all,287
most,286
products,285
well,283
levels,278
activity,276
effect,276
treatment,274
potential,266
significant,265
found,263
research,263
review,250
when,248
into,247
had,247
compared,245
low,245
acid,244
new,243
soil,242
children,241
after,241
important,241
vegetables,241
one,238
development,237
could,237
However,236
no,235
properties,235
including,234
present,229
conditions,229
diet,228
intake,228
methods,227
water,227
process,226
information,224
how,224
under,222
processing,222
identified,219
fruit,218
only,214
related,210
assessment,208
growth,208
compounds,207
p,204
three,203
production,201
human,199
plants,198
level,197
while,197
observed,197
specific,196
reported,196
These,195
respectively,195
consumption,193
over,191
model,189
N,188
EFSA,188
mg,187
L,187
increase,186
associated,182
applications,180
Results,180
protein,179
some,177
method,176
juice,176
among,175
available,174
storage,174
they,174
first,174
oil,174
those,174
changes,172
through,172
dietary,169
article,168
about,168
vegetable,167
antioxidant,165
non,164
will,163
To,163
each,163
provide,162
fresh,161
kg,161
residues,160
within,160
consumer,160
reduced,158
years,158
product,157
active,157
temperature,156
patients,156
S,155
addition,154
system,153
many,152
considered,151
lower,151
values,150
No,148
group,147
value,147
up,146
groups,146
approach,145
European,145
role,145
number,145
management,144
social,141
evidence,141
factors,141
crops,141
carrot,141
fruits,140
work,139
differences,139
required,138
further,138
did,138
test,138
improve,137
concentration,137
there,135
Practical,135
range,135
day,135
paper,135
field,134
out,134
nutritional,134
our,134
show,134
change,133
large,133
evaluated,133
min,132
term,132
investigated,131
It,130
systems,130
weight,130
natural,129
consumers,127
effective,127
genes,127
without,127
application,127
life,126
being,126
type,124
concentrations,123
support,123
various,123
similar,123
characteristics,123
E,123
due,121
disease,120
host,120
healthy,119
color,118
obtained,118
current,118
cells,117
sensory,117
cell,116
policy,116
against,115
gene,115
less,115
long,115
should,115
parameters,115
exposure,114
applied,114
There,114
developed,114
knowledge,113
e,113
I,113
Methods,112
better,112
rate,112
days,111
strategies,111
findings,110
influence,109
potato,109
organic,109
n,109
response,109
chemical,109
processes,109
conducted,108
capacity,108
Regulation,108
derived,108
revealed,108
mass,107
pH,107
maximum,107
age,107
Our,107
produce,107
T,107
increasing,106
tested,106
treatments,106
produced,106
regulatory,105
provides,105
D,105
MRL,105
decreased,104
performance,104
whether,104
energy,104
novel,103
framework,103
evaluation,103
suggest,103
practices,103
several,102
state,102
key,102
isolates,102
understanding,102
impact,101
participants,101
where,101
extraction,101
Society,101
highly,100
four,100
highest,100
environmental,100
Chemical,99
expression,99
models,99
determine,99
identify,98
populations,98
year,98
For,98
areas,98
improved,98
same,98
would,98
often,97
activities,97
included,97
O,97
industry,97
presented,96
evaluate,96
them,96
literature,96
root,95
thermal,95
performed,95
EU,95
any,94
residue,94
EC,94
aim,94
containing,94
ability,94
known,93
population,93
examined,93
across,93
reduce,93
positive,92
proteins,92
future,92
loss,92
market,91
pesticide,91
responses,91
assessed,91
crop,91
stability,91
agricultural,91
mechanisms,91
body,91
composition,91
substance,91
feeding,90
small,90
affected,90
common,90
order,90
greater,90
Although,90
period,90
need,90
self,89
dried,89
source,89
safety,89
per,89
resistance,89
behavior,89
Industry,89
clinical,88
presence,88
terms,88
reduction,88
diets,88
main,87
leaves,87
measured,87
eating,87
local,87
techniques,86
provided,86
sample,85
major,85
intervention,85
good,85
however,85
who,84
power,84
Based,84
interactions,84
phenolic,84
possible,83
multiple,83
surface,83
wild,83
treated,83
waste,83
function,83
like,83
early,82
rich,82
scale,82
short,82
carrots,81
recent,81
air,81
studied,81
before,81
following,81
months,81
types,81
relationship,81
overall,81
proposed,81
Member,80
induced,80
result,80
structure,80
roots,80
students,80
RESULTS,80
limited,80
case,80
analyses,79
then,79
especially,79
extracts,79
nutrition,79
BACKGROUND,79
alternative,79
texture,78
sources,78
Conclusions,78
challenges,78
m,78
established,78
pressure,78
States,78
vs,77
indicated,77
Therefore,77
assess,77
individual,77
acids,77
B,77
demonstrated,77
ratio,77
existing,77
nutrient,76
bioactive,76
frozen,76
Article,76
if,76
flour,76
vitro,75
public,75
context,75
index,75
region,75
As,74
vitamin,74
very,74
affect,74
five,74
submitted,74
investigate,74
carotene,74
because,74
whereas,74
countries,74
molecular,73
times,73
benefits,73
components,73
combination,73
technology,73
traditional,73
essential,73
strains,73
distribution,73
cost,73
carried,73
basis,72
stress,72
still,72
